"permutation","lod"
890,2.77302655783728
891,3.92179274491173
892,3.53106765883331
893,3.25164453150705
894,3.70126502311155
895,2.67175834661703
896,3.32138145702561
897,3.43197660315855
898,2.83455137083683
899,3.61230770407997
900,4.47745336025037
901,4.06035146044837
902,2.51789427613789
903,3.29933778287773
904,2.68068094694013
905,2.86130346285518
906,2.93559901367848
907,3.02272836165776
908,4.11320576744106
909,3.16941797255799
910,3.44470493862195
911,5.00814638832298
912,3.08085446268637
913,3.01887757979216
914,3.09160829344978
915,3.17410601289066
916,3.75476608568738
917,4.16992609629301
918,2.87537980864886
919,3.87749400578605
920,2.64460590281215
921,3.65742912268115
922,3.00599076414142
923,2.75841300694628
924,2.5919194941871
925,2.85421712395237
926,2.48560842078018
927,3.30240285377727
928,2.34051650727906
929,5.03116631087073
930,2.95067756340563
931,2.47302500847741
932,3.61369574367131
933,3.32976765407307
934,2.57716093826548
935,3.42653496716366
936,3.55201513775046
937,3.41057889532249
938,3.08835087657417
939,3.04346303549823
940,4.12481438039231
941,2.23449566097179
942,3.01390625205318
943,3.59415773056685
944,3.26136534530224
945,3.36161743342677
946,2.57789219555411
947,3.33362496647078
948,3.03116385331782
949,3.94056052463998
950,3.91069059535903
951,2.87732312918502
952,2.46661093993498
953,3.21108920187112
954,3.05735713954164
955,3.69028753344628
956,3.44768519933541
957,3.42853441072248
958,2.37035615985155
959,2.77191254894433
960,3.22456501119859
961,2.82740448101208
962,3.67013768656921
963,3.0317350630055
964,4.4352861233458
965,2.15868651867959
966,2.7520387540817
967,3.38063472687008
968,3.07200723063352
969,3.93069472721504
970,3.2644498800164
971,3.29905741276616
972,2.65981794850222
973,3.54897608623287
974,3.44238284163089
975,3.15446954358322
976,3.09773239895867
977,3.05710004467414
978,3.29280669864579
979,3.08578737173184
980,5.62256750647862
981,3.26596128125493
982,2.67514372700975
983,3.79496704326493
984,2.80197809321339
985,3.69530853789661
986,3.2352577566985
987,3.42577807283647
988,3.61899736384862
989,2.41183811093242
990,3.4314453011325
991,2.77175868447353
992,3.45709413959958
993,2.72395483466198
994,2.8275348847435
995,5.26241310839328
996,3.03839454769923
997,4.15316268652123
998,2.46265608210206
999,3.58382119414387
1000,3.94716096113279
