Frame ID,Computer Time,ros time,Chunk Frame ID,Chunk Time,Latitude,Longitude
777,2025-08-11-09-44-33-065,1754923473,777,1.2532E+12,44.86784298,-93.63243202
778,2025-08-11-09-44-33-570,1754923474,778,1.25371E+12,44.86784281,-93.63242746
779,2025-08-11-09-44-34-077,1754923474,779,1.25421E+12,44.86784242,-93.63242261
780,2025-08-11-09-44-34-584,1754923475,780,1.25472E+12,44.86784225,-93.63241772
781,2025-08-11-09-44-35-090,1754923475,781,1.25523E+12,44.86784207,-93.63241302
782,2025-08-11-09-44-35-597,1754923476,782,1.25573E+12,44.86784208,-93.6324087
783,2025-08-11-09-44-36-103,1754923476,783,1.25624E+12,44.86784193,-93.63240491
784,2025-08-11-09-44-36-609,1754923477,784,1.25675E+12,44.86784189,-93.63240136
785,2025-08-11-09-44-37-116,1754923477,785,1.25725E+12,44.86784181,-93.63239863
786,2025-08-11-09-44-37-622,1754923478,786,1.25776E+12,44.86784167,-93.63239595
787,2025-08-11-09-44-38-129,1754923478,787,1.25827E+12,44.86784167,-93.63239321
788,2025-08-11-09-44-38-636,1754923479,788,1.25877E+12,44.86784152,-93.63239001
789,2025-08-11-09-44-39-142,1754923479,789,1.25928E+12,44.86784145,-93.63238583
790,2025-08-11-09-44-39-649,1754923480,790,1.25979E+12,44.86784152,-93.63238118
791,2025-08-11-09-44-40-157,1754923480,791,1.26029E+12,44.86784148,-93.63237697
792,2025-08-11-09-44-40-662,1754923481,792,1.2608E+12,44.86784148,-93.63237304
793,2025-08-11-09-44-41-169,1754923481,793,1.26131E+12,44.86784139,-93.63236951
794,2025-08-11-09-44-41-677,1754923482,794,1.26181E+12,44.86784131,-93.63236649
795,2025-08-11-09-44-42-184,1754923482,795,1.26232E+12,44.86784138,-93.63236384
796,2025-08-11-09-44-42-689,1754923483,796,1.26283E+12,44.8678412,-93.63236117
797,2025-08-11-09-44-43-197,1754923483,797,1.26333E+12,44.86784118,-93.63235859
798,2025-08-11-09-44-43-702,1754923484,798,1.26384E+12,44.86784123,-93.63235617
799,2025-08-11-09-44-44-206,1754923484,799,1.26435E+12,44.86784121,-93.63235358
800,2025-08-11-09-44-44-715,1754923485,800,1.26485E+12,44.86784119,-93.6323522
801,2025-08-11-09-44-45-222,1754923485,801,1.26536E+12,44.8678412,-93.63235081
802,2025-08-11-09-44-45-729,1754923486,802,1.26587E+12,44.86784122,-93.63234948
803,2025-08-11-09-44-46-235,1754923486,803,1.26637E+12,44.8678413,-93.6323476
804,2025-08-11-09-44-46-742,1754923487,804,1.26688E+12,44.8678413,-93.63234429
805,2025-08-11-09-44-47-248,1754923487,805,1.26738E+12,44.86784127,-93.6323399
806,2025-08-11-09-44-47-756,1754923488,806,1.26789E+12,44.86784128,-93.63233556
807,2025-08-11-09-44-48-263,1754923488,807,1.2684E+12,44.86784125,-93.63233135
808,2025-08-11-09-44-48-769,1754923489,808,1.2689E+12,44.86784127,-93.6323274
809,2025-08-11-09-44-49-275,1754923489,809,1.26941E+12,44.86784121,-93.63232419
810,2025-08-11-09-44-49-783,1754923490,810,1.26992E+12,44.86784129,-93.63232122
811,2025-08-11-09-44-50-288,1754923490,811,1.27042E+12,44.86784129,-93.63231879
812,2025-08-11-09-44-50-796,1754923491,812,1.27093E+12,44.86784121,-93.63231646
813,2025-08-11-09-44-51-302,1754923491,813,1.27144E+12,44.86784116,-93.63231374
814,2025-08-11-09-44-51-808,1754923492,814,1.27194E+12,44.86784111,-93.63230939
815,2025-08-11-09-44-52-315,1754923492,815,1.27245E+12,44.86784115,-93.6323055
816,2025-08-11-09-44-52-822,1754923493,816,1.27296E+12,44.86784111,-93.63230107
817,2025-08-11-09-44-53-329,1754923493,817,1.27346E+12,44.86784087,-93.63229618
818,2025-08-11-09-44-53-833,1754923494,818,1.27397E+12,44.86784078,-93.63229092
819,2025-08-11-09-44-54-342,1754923494,819,1.27448E+12,44.86784062,-93.63228602
820,2025-08-11-09-44-54-849,1754923495,820,1.27498E+12,44.86784077,-93.63228181
821,2025-08-11-09-44-55-356,1754923495,821,1.27549E+12,44.86784079,-93.63227825
822,2025-08-11-09-44-55-862,1754923496,822,1.276E+12,44.86784092,-93.6322752
823,2025-08-11-09-44-56-368,1754923496,823,1.2765E+12,44.86784088,-93.63227246
824,2025-08-11-09-44-56-876,1754923497,824,1.27701E+12,44.86784076,-93.63226992
825,2025-08-11-09-44-57-381,1754923497,825,1.27752E+12,44.86784078,-93.63226744
826,2025-08-11-09-44-57-888,1754923498,826,1.27802E+12,44.86784069,-93.63226452
827,2025-08-11-09-44-58-395,1754923498,827,1.27853E+12,44.86784076,-93.63226121
828,2025-08-11-09-44-58-900,1754923499,828,1.27904E+12,44.86784075,-93.63225818
829,2025-08-11-09-44-59-409,1754923499,829,1.27954E+12,44.86784085,-93.63225509
830,2025-08-11-09-44-59-915,1754923500,830,1.28005E+12,44.86784088,-93.63225315
831,2025-08-11-09-45-00-422,1754923500,831,1.28056E+12,44.86784091,-93.63225138
832,2025-08-11-09-45-00-927,1754923501,832,1.28106E+12,44.86784092,-93.63224953
833,2025-08-11-09-45-01-435,1754923501,833,1.28157E+12,44.86784088,-93.63224778
834,2025-08-11-09-45-01-942,1754923502,834,1.28208E+12,44.86784088,-93.63224565
835,2025-08-11-09-45-02-447,1754923502,835,1.28258E+12,44.86784089,-93.63224284
836,2025-08-11-09-45-02-955,1754923503,836,1.28309E+12,44.86784099,-93.63223918
837,2025-08-11-09-45-03-460,1754923503,837,1.2836E+12,44.86784091,-93.6322356
838,2025-08-11-09-45-03-967,1754923504,838,1.2841E+12,44.86784092,-93.63223247
839,2025-08-11-09-45-04-475,1754923504,839,1.28461E+12,44.86784093,-93.63223048
840,2025-08-11-09-45-04-982,1754923505,840,1.28512E+12,44.86784095,-93.63222938
841,2025-08-11-09-45-05-486,1754923505,841,1.28562E+12,44.86784092,-93.63222794
842,2025-08-11-09-45-05-994,1754923506,842,1.28613E+12,44.86784094,-93.63222533
843,2025-08-11-09-45-06-502,1754923507,843,1.28664E+12,44.86784096,-93.63222188
844,2025-08-11-09-45-07-007,1754923507,844,1.28714E+12,44.86784091,-93.63221745
845,2025-08-11-09-45-07-514,1754923508,845,1.28765E+12,44.86784101,-93.63221343
846,2025-08-11-09-45-08-021,1754923508,846,1.28816E+12,44.86784095,-93.63220909
847,2025-08-11-09-45-08-527,1754923509,847,1.28866E+12,44.86784091,-93.63220436
848,2025-08-11-09-45-09-034,1754923509,848,1.28917E+12,44.86784099,-93.63220048
849,2025-08-11-09-45-09-540,1754923510,849,1.28968E+12,44.86784087,-93.63219732
850,2025-08-11-09-45-10-048,1754923510,850,1.29018E+12,44.86784082,-93.6321951
851,2025-08-11-09-45-10-553,1754923511,851,1.29069E+12,44.86784085,-93.63219381
852,2025-08-11-09-45-11-058,1754923511,852,1.2912E+12,44.86784087,-93.63219278
853,2025-08-11-09-45-11-567,1754923512,853,1.2917E+12,44.86784092,-93.63219063
854,2025-08-11-09-45-12-074,1754923512,854,1.29221E+12,44.86784095,-93.63218733
855,2025-08-11-09-45-12-581,1754923513,855,1.29272E+12,44.86784093,-93.63218414
856,2025-08-11-09-45-13-087,1754923513,856,1.29322E+12,44.86784095,-93.63218122
857,2025-08-11-09-45-13-594,1754923514,857,1.29373E+12,44.86784081,-93.6321777
858,2025-08-11-09-45-14-101,1754923514,858,1.29424E+12,44.86784082,-93.63217341
859,2025-08-11-09-45-14-607,1754923515,859,1.29474E+12,44.86784075,-93.63216873
860,2025-08-11-09-45-15-113,1754923515,860,1.29525E+12,44.86784055,-93.63216611
861,2025-08-11-09-45-15-619,1754923516,861,1.29576E+12,44.86784057,-93.63216454
862,2025-08-11-09-45-16-126,1754923516,862,1.29626E+12,44.8678406,-93.63216317
863,2025-08-11-09-45-16-634,1754923517,863,1.29677E+12,44.8678406,-93.63216145
864,2025-08-11-09-45-17-141,1754923517,864,1.29728E+12,44.8678406,-93.63215915
865,2025-08-11-09-45-17-647,1754923518,865,1.29778E+12,44.86784058,-93.6321571
866,2025-08-11-09-45-18-153,1754923518,866,1.29829E+12,44.86784053,-93.63215448
867,2025-08-11-09-45-18-660,1754923519,867,1.2988E+12,44.86784057,-93.63215137
868,2025-08-11-09-45-19-167,1754923519,868,1.2993E+12,44.86784056,-93.63214784
869,2025-08-11-09-45-19-674,1754923520,869,1.29981E+12,44.8678405,-93.63214406
870,2025-08-11-09-45-20-181,1754923520,870,1.30032E+12,44.86784047,-93.63214012
871,2025-08-11-09-45-20-688,1754923521,871,1.30082E+12,44.86784042,-93.63213634
872,2025-08-11-09-45-21-193,1754923521,872,1.30133E+12,44.86784045,-93.6321328
873,2025-08-11-09-45-21-701,1754923522,873,1.30184E+12,44.86784042,-93.63212997
874,2025-08-11-09-45-22-208,1754923522,874,1.30234E+12,44.86784032,-93.63212658
875,2025-08-11-09-45-22-713,1754923523,875,1.30285E+12,44.8678403,-93.63212397
876,2025-08-11-09-45-23-225,1754923523,876,1.30336E+12,44.86784027,-93.63212123
877,2025-08-11-09-45-23-727,1754923524,877,1.30386E+12,44.86784017,-93.63211794
878,2025-08-11-09-45-24-233,1754923524,878,1.30437E+12,44.86784006,-93.63211421
879,2025-08-11-09-45-24-740,1754923525,879,1.30488E+12,44.86784025,-93.63210967
880,2025-08-11-09-45-25-246,1754923525,880,1.30538E+12,44.86784028,-93.63210456
881,2025-08-11-09-45-25-753,1754923526,881,1.30589E+12,44.86784003,-93.63209923
882,2025-08-11-09-45-26-259,1754923526,882,1.3064E+12,44.86784013,-93.63209428
883,2025-08-11-09-45-26-767,1754923527,883,1.3069E+12,44.86784015,-93.63209015
884,2025-08-11-09-45-27-273,1754923527,884,1.30741E+12,44.86784006,-93.63208729
885,2025-08-11-09-45-27-780,1754923528,885,1.30792E+12,44.86783999,-93.63208537
886,2025-08-11-09-45-28-287,1754923528,886,1.30842E+12,44.86784003,-93.63208358
887,2025-08-11-09-45-28-794,1754923529,887,1.30893E+12,44.86784004,-93.63208142
888,2025-08-11-09-45-29-300,1754923529,888,1.30944E+12,44.86784003,-93.632079
889,2025-08-11-09-45-29-807,1754923530,889,1.30994E+12,44.86784016,-93.63207515
890,2025-08-11-09-45-30-315,1754923530,890,1.31045E+12,44.86784003,-93.63207116
891,2025-08-11-09-45-30-820,1754923531,891,1.31096E+12,44.86784007,-93.63206675
892,2025-08-11-09-45-31-327,1754923531,892,1.31146E+12,44.86784011,-93.63206227
893,2025-08-11-09-45-31-833,1754923532,893,1.31197E+12,44.86783986,-93.63205793
894,2025-08-11-09-45-32-340,1754923532,894,1.31248E+12,44.8678398,-93.63205352
895,2025-08-11-09-45-32-847,1754923533,895,1.31298E+12,44.86783976,-93.63204914
896,2025-08-11-09-45-33-354,1754923533,896,1.31349E+12,44.86783975,-93.63204467
897,2025-08-11-09-45-33-865,1754923534,897,1.314E+12,44.86783968,-93.6320398
898,2025-08-11-09-45-34-371,1754923534,898,1.3145E+12,44.8678396,-93.63203461
899,2025-08-11-09-45-34-873,1754923535,899,1.31501E+12,44.86783959,-93.63202948
900,2025-08-11-09-45-35-380,1754923535,900,1.31552E+12,44.86783959,-93.63202475
901,2025-08-11-09-45-35-886,1754923536,901,1.31602E+12,44.86783959,-93.63202079
902,2025-08-11-09-45-36-394,1754923536,902,1.31653E+12,44.86783968,-93.63201764
903,2025-08-11-09-45-36-899,1754923537,903,1.31704E+12,44.86783968,-93.63201548
904,2025-08-11-09-45-37-406,1754923537,904,1.31754E+12,44.86783972,-93.63201317
905,2025-08-11-09-45-37-913,1754923538,905,1.31805E+12,44.86783975,-93.63201071
906,2025-08-11-09-45-38-419,1754923538,906,1.31856E+12,44.86783983,-93.63200761
907,2025-08-11-09-45-38-927,1754923539,907,1.31906E+12,44.86783978,-93.63200377
908,2025-08-11-09-45-39-432,1754923539,908,1.31957E+12,44.86783977,-93.63199945
909,2025-08-11-09-45-39-943,1754923540,909,1.32008E+12,44.86783957,-93.63199497
910,2025-08-11-09-45-40-449,1754923540,910,1.32058E+12,44.86783956,-93.63199036
911,2025-08-11-09-45-40-953,1754923541,911,1.32109E+12,44.86783946,-93.63198533
912,2025-08-11-09-45-41-459,1754923541,912,1.3216E+12,44.86783952,-93.63198019
913,2025-08-11-09-45-41-967,1754923542,913,1.3221E+12,44.86783936,-93.63197469
914,2025-08-11-09-45-42-473,1754923542,914,1.32261E+12,44.86783941,-93.63196923
915,2025-08-11-09-45-42-983,1754923543,915,1.32312E+12,44.86783936,-93.63196374
916,2025-08-11-09-45-43-491,1754923543,916,1.32362E+12,44.86783925,-93.63195899
917,2025-08-11-09-45-43-991,1754923544,917,1.32413E+12,44.86783917,-93.63195471
918,2025-08-11-09-45-44-498,1754923544,918,1.32464E+12,44.8678392,-93.63195079
919,2025-08-11-09-45-45-006,1754923545,919,1.32514E+12,44.86783929,-93.63194623
920,2025-08-11-09-45-45-511,1754923546,920,1.32565E+12,44.86783926,-93.63194262
921,2025-08-11-09-45-46-019,1754923546,921,1.32616E+12,44.86783915,-93.63193962
922,2025-08-11-09-45-46-525,1754923547,922,1.32666E+12,44.86783919,-93.6319361
923,2025-08-11-09-45-47-035,1754923547,923,1.32717E+12,44.86783905,-93.63193248
924,2025-08-11-09-45-47-539,1754923548,924,1.32768E+12,44.86783897,-93.63192921
925,2025-08-11-09-45-48-052,1754923548,925,1.32818E+12,44.86783911,-93.63192552
926,2025-08-11-09-45-48-552,1754923549,926,1.32869E+12,44.86783902,-93.6319212
927,2025-08-11-09-45-49-058,1754923549,927,1.3292E+12,44.86783892,-93.63191634
928,2025-08-11-09-45-49-566,1754923550,928,1.3297E+12,44.86783885,-93.63191152
929,2025-08-11-09-45-50-072,1754923550,929,1.33021E+12,44.86783899,-93.63190648
930,2025-08-11-09-45-50-579,1754923551,930,1.33072E+12,44.86783904,-93.63190131
931,2025-08-11-09-45-51-085,1754923551,931,1.33122E+12,44.86783914,-93.63189608
932,2025-08-11-09-45-51-598,1754923552,932,1.33173E+12,44.86783882,-93.6318909
933,2025-08-11-09-45-52-099,1754923552,933,1.33224E+12,44.86783869,-93.6318864
934,2025-08-11-09-45-52-607,1754923553,934,1.33274E+12,44.86783862,-93.63188292
935,2025-08-11-09-45-53-116,1754923553,935,1.33325E+12,44.86783877,-93.63187872
936,2025-08-11-09-45-53-622,1754923554,936,1.33376E+12,44.86783883,-93.63187479
937,2025-08-11-09-45-54-125,1754923554,937,1.33426E+12,44.86783874,-93.63187028
938,2025-08-11-09-45-54-631,1754923555,938,1.33477E+12,44.86783873,-93.63186497
939,2025-08-11-09-45-55-138,1754923555,939,1.33528E+12,44.86783877,-93.63185935
940,2025-08-11-09-45-55-644,1754923556,940,1.33578E+12,44.86783882,-93.63185374
941,2025-08-11-09-45-56-151,1754923556,941,1.33629E+12,44.86783879,-93.63184893
942,2025-08-11-09-45-56-659,1754923557,942,1.33679E+12,44.86783881,-93.63184413
943,2025-08-11-09-45-57-165,1754923557,943,1.3373E+12,44.86783879,-93.63183986
944,2025-08-11-09-45-57-671,1754923558,944,1.33781E+12,44.86783866,-93.63183567
945,2025-08-11-09-45-58-179,1754923558,945,1.33831E+12,44.86783874,-93.63183197
946,2025-08-11-09-45-58-685,1754923559,946,1.33882E+12,44.86783893,-93.63182809
947,2025-08-11-09-45-59-192,1754923559,947,1.33933E+12,44.86783882,-93.63182428
948,2025-08-11-09-45-59-697,1754923560,948,1.33983E+12,44.86783898,-93.63182081
949,2025-08-11-09-46-00-204,1754923560,949,1.34034E+12,44.86783919,-93.63181696
950,2025-08-11-09-46-00-712,1754923561,950,1.34085E+12,44.86783925,-93.63181255
951,2025-08-11-09-46-01-217,1754923561,951,1.34135E+12,44.86783915,-93.63180868
952,2025-08-11-09-46-01-726,1754923562,952,1.34186E+12,44.86783945,-93.63180484
953,2025-08-11-09-46-02-231,1754923562,953,1.34237E+12,44.86783946,-93.63180108
954,2025-08-11-09-46-02-738,1754923563,954,1.34287E+12,44.86783951,-93.63179731
955,2025-08-11-09-46-03-244,1754923563,955,1.34338E+12,44.86783954,-93.63179364
956,2025-08-11-09-46-03-750,1754923564,956,1.34389E+12,44.86783938,-93.63178994
957,2025-08-11-09-46-04-256,1754923564,957,1.34439E+12,44.8678394,-93.63178637
958,2025-08-11-09-46-04-762,1754923565,958,1.3449E+12,44.86783926,-93.63178277
959,2025-08-11-09-46-05-272,1754923565,959,1.34541E+12,44.86783924,-93.63177879
960,2025-08-11-09-46-05-777,1754923566,960,1.34591E+12,44.86783942,-93.63177486
961,2025-08-11-09-46-06-286,1754923566,961,1.34642E+12,44.86783922,-93.63177111
962,2025-08-11-09-46-06-791,1754923567,962,1.34693E+12,44.8678392,-93.63176729
963,2025-08-11-09-46-07-299,1754923567,963,1.34743E+12,44.86783913,-93.63176353
964,2025-08-11-09-46-07-804,1754923568,964,1.34794E+12,44.86783907,-93.63175918
965,2025-08-11-09-46-08-315,1754923568,965,1.34845E+12,44.86783908,-93.6317552
966,2025-08-11-09-46-08-820,1754923569,966,1.34895E+12,44.8678391,-93.63175114
967,2025-08-11-09-46-09-328,1754923569,967,1.34946E+12,44.86783909,-93.63174742
968,2025-08-11-09-46-09-832,1754923570,968,1.34997E+12,44.86783906,-93.63174366
969,2025-08-11-09-46-10-337,1754923570,969,1.35047E+12,44.86783917,-93.63173978
970,2025-08-11-09-46-10-845,1754923571,970,1.35098E+12,44.867839,-93.63173592
971,2025-08-11-09-46-11-351,1754923571,971,1.35149E+12,44.8678391,-93.63173206
972,2025-08-11-09-46-11-857,1754923572,972,1.35199E+12,44.86783914,-93.63172827
973,2025-08-11-09-46-12-363,1754923572,973,1.3525E+12,44.86783922,-93.6317242
974,2025-08-11-09-46-12-870,1754923573,974,1.35301E+12,44.86783919,-93.63172048
975,2025-08-11-09-46-13-377,1754923573,975,1.35351E+12,44.86783918,-93.6317169
976,2025-08-11-09-46-13-888,1754923574,976,1.35402E+12,44.8678391,-93.63171292
977,2025-08-11-09-46-14-390,1754923574,977,1.35453E+12,44.86783906,-93.63170897
978,2025-08-11-09-46-14-902,1754923575,978,1.35503E+12,44.86783921,-93.63170492
979,2025-08-11-09-46-15-403,1754923575,979,1.35554E+12,44.86783933,-93.63170104
980,2025-08-11-09-46-15-910,1754923576,980,1.35605E+12,44.86783937,-93.63169622
981,2025-08-11-09-46-16-417,1754923576,981,1.35655E+12,44.86783938,-93.63169213
982,2025-08-11-09-46-16-924,1754923577,982,1.35706E+12,44.86783939,-93.6316883
983,2025-08-11-09-46-17-429,1754923577,983,1.35757E+12,44.86783925,-93.63168439
984,2025-08-11-09-46-17-936,1754923578,984,1.35807E+12,44.86783919,-93.63168042
985,2025-08-11-09-46-18-445,1754923578,985,1.35858E+12,44.86783914,-93.6316765
986,2025-08-11-09-46-18-949,1754923579,986,1.35909E+12,44.86783921,-93.63167249
987,2025-08-11-09-46-19-458,1754923579,987,1.35959E+12,44.8678392,-93.63166867
988,2025-08-11-09-46-19-964,1754923580,988,1.3601E+12,44.86783923,-93.63166483
989,2025-08-11-09-46-20-471,1754923580,989,1.36061E+12,44.86783915,-93.63166086
990,2025-08-11-09-46-20-977,1754923581,990,1.36111E+12,44.86783923,-93.63165713
991,2025-08-11-09-46-21-484,1754923581,991,1.36162E+12,44.86783924,-93.63165325
992,2025-08-11-09-46-21-991,1754923582,992,1.36213E+12,44.86783927,-93.63164948
993,2025-08-11-09-46-22-497,1754923582,993,1.36263E+12,44.86783926,-93.63164558
994,2025-08-11-09-46-23-004,1754923583,994,1.36314E+12,44.86783952,-93.63164169
995,2025-08-11-09-46-23-514,1754923584,995,1.36365E+12,44.86783946,-93.63163724
996,2025-08-11-09-46-24-016,1754923584,996,1.36415E+12,44.86783947,-93.63163338
997,2025-08-11-09-46-24-528,1754923585,997,1.36466E+12,44.8678396,-93.63162964
998,2025-08-11-09-46-25-029,1754923585,998,1.36517E+12,44.86783974,-93.63162569
999,2025-08-11-09-46-25-537,1754923586,999,1.36567E+12,44.86783987,-93.63162157
1000,2025-08-11-09-46-26-043,1754923586,1000,1.36618E+12,44.86783977,-93.63161764
1001,2025-08-11-09-46-26-550,1754923587,1001,1.36669E+12,44.86783976,-93.63161366
1002,2025-08-11-09-46-27-056,1754923587,1002,1.36719E+12,44.86783966,-93.63160969
1003,2025-08-11-09-46-27-563,1754923588,1003,1.3677E+12,44.86783968,-93.63160575
1004,2025-08-11-09-46-28-070,1754923588,1004,1.36821E+12,44.86783967,-93.6316019
1005,2025-08-11-09-46-28-577,1754923589,1005,1.36871E+12,44.86783969,-93.63159794
1006,2025-08-11-09-46-29-084,1754923589,1006,1.36922E+12,44.8678398,-93.63159368
1007,2025-08-11-09-46-29-590,1754923590,1007,1.36973E+12,44.86783981,-93.63158908
1008,2025-08-11-09-46-30-098,1754923590,1008,1.37023E+12,44.86783973,-93.63158417
1009,2025-08-11-09-46-30-602,1754923591,1009,1.37074E+12,44.86783986,-93.63157888
1010,2025-08-11-09-46-31-109,1754923591,1010,1.37125E+12,44.86783984,-93.63157272
1011,2025-08-11-09-46-31-616,1754923592,1011,1.37175E+12,44.86783993,-93.63156772
1012,2025-08-11-09-46-32-122,1754923592,1012,1.37226E+12,44.86784002,-93.63156283
1013,2025-08-11-09-46-32-636,1754923593,1013,1.37277E+12,44.86784004,-93.63155777
1014,2025-08-11-09-46-33-140,1754923593,1014,1.37327E+12,44.86784017,-93.63155251
1015,2025-08-11-09-46-33-644,1754923594,1015,1.37378E+12,44.86784021,-93.6315472
1016,2025-08-11-09-46-34-149,1754923594,1016,1.37429E+12,44.86784029,-93.63154168
1017,2025-08-11-09-46-34-657,1754923595,1017,1.37479E+12,44.86784042,-93.63153595
1018,2025-08-11-09-46-35-165,1754923595,1018,1.3753E+12,44.86784037,-93.63153
1019,2025-08-11-09-46-35-669,1754923596,1019,1.37581E+12,44.86784027,-93.63152392
1020,2025-08-11-09-46-36-177,1754923596,1020,1.37631E+12,44.86784017,-93.6315175
1021,2025-08-11-09-46-36-682,1754923597,1021,1.37682E+12,44.86784015,-93.63151074
1022,2025-08-11-09-46-37-189,1754923597,1022,1.37733E+12,44.86784012,-93.63150354
1023,2025-08-11-09-46-37-696,1754923598,1023,1.37783E+12,44.86784011,-93.63149636
1024,2025-08-11-09-46-38-203,1754923598,1024,1.37834E+12,44.86783999,-93.63148757
1025,2025-08-11-09-46-38-709,1754923599,1025,1.37885E+12,44.86783984,-93.63148063
1026,2025-08-11-09-46-39-216,1754923599,1026,1.37935E+12,44.86783995,-93.63147411
1027,2025-08-11-09-46-39-723,1754923600,1027,1.37986E+12,44.86783985,-93.63146791
1028,2025-08-11-09-46-40-229,1754923600,1028,1.38037E+12,44.86783987,-93.63146221
1029,2025-08-11-09-46-40-736,1754923601,1029,1.38087E+12,44.86783999,-93.63145689
1030,2025-08-11-09-46-41-241,1754923601,1030,1.38138E+12,44.86784002,-93.63145225
1031,2025-08-11-09-46-41-748,1754923602,1031,1.38189E+12,44.86784003,-93.63144719
1032,2025-08-11-09-46-42-256,1754923602,1032,1.38239E+12,44.86783996,-93.63144202
1033,2025-08-11-09-46-42-762,1754923603,1033,1.3829E+12,44.86784014,-93.63143652
1034,2025-08-11-09-46-43-269,1754923603,1034,1.38341E+12,44.86784007,-93.63143127
1035,2025-08-11-09-46-43-775,1754923604,1035,1.38391E+12,44.86783999,-93.63142665
1036,2025-08-11-09-46-44-281,1754923604,1036,1.38442E+12,44.86783993,-93.6314224
1037,2025-08-11-09-46-44-789,1754923605,1037,1.38493E+12,44.86783972,-93.63141784
1038,2025-08-11-09-46-45-300,1754923605,1038,1.38543E+12,44.86783994,-93.63141288
1039,2025-08-11-09-46-45-805,1754923606,1039,1.38594E+12,44.86783997,-93.63140763
1040,2025-08-11-09-46-46-307,1754923606,1040,1.38645E+12,44.86783984,-93.63140186
1041,2025-08-11-09-46-46-815,1754923607,1041,1.38695E+12,44.86783986,-93.63139723
1042,2025-08-11-09-46-47-321,1754923607,1042,1.38746E+12,44.86783977,-93.63139264
1043,2025-08-11-09-46-47-828,1754923608,1043,1.38797E+12,44.86784003,-93.63138782
1044,2025-08-11-09-46-48-335,1754923608,1044,1.38847E+12,44.86784019,-93.63138302
1045,2025-08-11-09-46-48-840,1754923609,1045,1.38898E+12,44.86784015,-93.63137782
1046,2025-08-11-09-46-49-353,1754923609,1046,1.38948E+12,44.8678401,-93.63137308
1047,2025-08-11-09-46-49-855,1754923610,1047,1.38999E+12,44.86783985,-93.63136849
1048,2025-08-11-09-46-50-361,1754923610,1048,1.3905E+12,44.86783973,-93.63136388
1049,2025-08-11-09-46-50-867,1754923611,1049,1.391E+12,44.86783975,-93.63135937
1050,2025-08-11-09-46-51-375,1754923611,1050,1.39151E+12,44.8678398,-93.63135491
1051,2025-08-11-09-46-51-881,1754923612,1051,1.39202E+12,44.86783975,-93.63135047
1052,2025-08-11-09-46-52-386,1754923612,1052,1.39252E+12,44.86783974,-93.63134595
1053,2025-08-11-09-46-52-894,1754923613,1053,1.39303E+12,44.86783976,-93.63134147
1054,2025-08-11-09-46-53-399,1754923613,1054,1.39354E+12,44.86783979,-93.6313357
1055,2025-08-11-09-46-53-909,1754923614,1055,1.39404E+12,44.86783974,-93.63133105
1056,2025-08-11-09-46-54-417,1754923614,1056,1.39455E+12,44.86783966,-93.63132616
1057,2025-08-11-09-46-54-921,1754923615,1057,1.39506E+12,44.86783973,-93.6313217
1058,2025-08-11-09-46-55-428,1754923615,1058,1.39556E+12,44.86783996,-93.63131737
1059,2025-08-11-09-46-55-934,1754923616,1059,1.39607E+12,44.86784006,-93.63131295
1060,2025-08-11-09-46-56-440,1754923616,1060,1.39658E+12,44.86784009,-93.63130831
1061,2025-08-11-09-46-56-946,1754923617,1061,1.39708E+12,44.8678399,-93.63130371
1062,2025-08-11-09-46-57-454,1754923617,1062,1.39759E+12,44.8678399,-93.63129922
1063,2025-08-11-09-46-57-960,1754923618,1063,1.3981E+12,44.86783982,-93.63129486
1064,2025-08-11-09-46-58-464,1754923618,1064,1.3986E+12,44.86783998,-93.63129061
1065,2025-08-11-09-46-58-974,1754923619,1065,1.39911E+12,44.86784,-93.6312862
1066,2025-08-11-09-46-59-480,1754923619,1066,1.39962E+12,44.86784003,-93.63128179
1067,2025-08-11-09-46-59-988,1754923620,1067,1.40012E+12,44.86784015,-93.63127732
1068,2025-08-11-09-47-00-493,1754923620,1068,1.40063E+12,44.86784017,-93.63127284
1069,2025-08-11-09-47-00-999,1754923621,1069,1.40114E+12,44.86784026,-93.63126766
1070,2025-08-11-09-47-01-507,1754923622,1070,1.40164E+12,44.8678403,-93.63126341
1071,2025-08-11-09-47-02-013,1754923622,1071,1.40215E+12,44.86784038,-93.63125885
1072,2025-08-11-09-47-02-521,1754923623,1072,1.40266E+12,44.86784042,-93.63125401
1073,2025-08-11-09-47-03-026,1754923623,1073,1.40316E+12,44.86784037,-93.6312492
1074,2025-08-11-09-47-03-533,1754923624,1074,1.40367E+12,44.86784018,-93.63124426
1075,2025-08-11-09-47-04-040,1754923624,1075,1.40418E+12,44.86784033,-93.63123961
1076,2025-08-11-09-47-04-547,1754923625,1076,1.40468E+12,44.86784033,-93.63123519
1077,2025-08-11-09-47-05-054,1754923625,1077,1.40519E+12,44.86784033,-93.63123082
1078,2025-08-11-09-47-05-558,1754923626,1078,1.4057E+12,44.86784043,-93.63122629
1079,2025-08-11-09-47-06-066,1754923626,1079,1.4062E+12,44.8678403,-93.63122157
1080,2025-08-11-09-47-06-572,1754923627,1080,1.40671E+12,44.86784025,-93.63121734
1081,2025-08-11-09-47-07-080,1754923627,1081,1.40722E+12,44.86784027,-93.63121307
1082,2025-08-11-09-47-07-588,1754923628,1082,1.40772E+12,44.86784029,-93.63120886
